subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),mcq,easy,Sayansi ni nini?,Maarifa yanayopatikana kwa kufanya uchunguzi na majaribio|Mchezo unaochezwa na watoto shuleni|Wimbo unaoimbwa darasani|Chakula kinachopikwa jikoni,,Maarifa yanayopatikana kwa kufanya uchunguzi na majaribio,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),true_false,easy,Sayansi hutumika kuelezea jinsi matukio kama mvua kunyesha yanavyofanyika.,,,Kweli,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),fill_blank,medium,Mtu anayefanya shughuli za kisayansi huitwa ______.,,mwanasayansi|mwalimu|mfamasia|mhandisi,mwanasayansi,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),mcq,easy,"Sayansi ina matawi makuu matatu ambayo ni Baiolojia, Fizikia na ______.",Kemia|Hisabati|Historia|Jiografia,,Kemia,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),mcq,medium,Tawi la sayansi linalohusu viumbehai kama mimea na wanyama linaitwa nini?,Fizikia|Kemia|Baiolojia|Jiografia,,Baiolojia,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),mcq,medium,Fizikia ni tawi la sayansi linalohusiana na uhusiano kati ya maada na kitu gani?,Nishati|Ladha|Sauti|Rangi,,Nishati,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),short_answer,medium,Taja hali tatu za maada zilizojifunzwa katika somo la sayansi.,,,"Yabisi, kimiminika na gesi",,2,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),mcq,hard,Ni kipi kati ya vifuatavyo ni mfano wa yabisi?,Maji|Hewa|Jiwe|Sharubati,,Jiwe,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),true_false,medium,Jua ndio chanzo kikuu cha nishati.,,,Kweli,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
2023-JSS016-DRS III,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,Kueleza dhana ya sayansi (maana na matawi ya sayansi),matching,medium,Oanisha taaluma na kazi yake.,Mfamasia::Kutengeneza na kutoa dawa||Mhandisi::Kubuni miundombinu||Mkemia::Kuchunguza kemikali||Mwalimu::Kufundisha,,Mfamasia-Kutengeneza na kutoa dawa; Mhandisi-Kubuni miundombinu; Mkemia-Kuchunguza kemikali; Mwalimu-Kufundisha,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA TATU, TET, DAR ES SALAAM",sw
