subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,easy,Tafuta mzingo wa mstatili wenye urefu wa m 12 na upana wa m 7.,,,m 38,"Mzingo wa mstatili = 2 x urefu + 2 x upana. Weka namba: 2 x m 12 + 2 x m 7 = m 24 + m 14 = m 38. Kwa hiyo, mzingo ni m 38.",2,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,easy,Tafuta mzingo wa mraba wenye upande wa sm 15.,,,sm 60,"Mzingo wa mraba = 4 x upande. Weka namba: 4 x sm 15 = sm 60. Kwa hiyo, mzingo wa mraba huo ni sm 60.",2,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,medium,"Pembetatu ina pande zenye urefu wa m 9, m 12 na m 15. Tafuta mzingo wa pembetatu hiyo.",,,m 36,"Mzingo wa pembetatu = jumla ya urefu wa pande zote tatu. Jumlisha: m 9 + m 12 + m 15 = m 36. Kwa hiyo, mzingo wa pembetatu ni m 36.",2,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,medium,"Mwalimu ana bustani ya umbo la mraba nyumbani kwake. Ikiwa upande wa bustani hiyo una urefu wa m 18, tafuta mzingo wake.",,,m 72,"Mzingo wa mraba = 4 x upande. Weka namba: 4 x m 18 = m 72. Kwa hiyo, mzingo wa bustani hiyo ni m 72.",2,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,medium,Uwanja wa mpira una urefu wa m 90 na upana wa m 45. Tafuta mzingo wa uwanja huo.,,,m 270,"Mzingo wa mstatili = 2 x urefu + 2 x upana. Weka namba: 2 x m 90 + 2 x m 45 = m 180 + m 90 = m 270. Kwa hiyo, mzingo wa uwanja ni m 270.",3,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,medium,Tafuta eneo la mstatili wenye urefu wa sm 14 na upana wa sm 8.,,,sm² 112,"Eneo la mstatili = urefu x upana. Weka namba: sm 14 x sm 8 = sm² 112. Kwa hiyo, eneo la mstatili huo ni sm² 112.",2,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,medium,Mraba una upande wa m 16. Tafuta eneo lake.,,,m² 256,"Eneo la mraba = upande x upande. Weka namba: m 16 x m 16 = m² 256. Kwa hiyo, eneo la mraba huo ni m² 256.",2,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,hard,Pembetatu ina kitako cha sm 24 na kimo cha sm 18. Tafuta eneo lake.,,,sm² 216,"Eneo la pembetatu = 1/2 x kitako x kimo. Weka namba: 1/2 x sm 24 x sm 18 = 1/2 x sm² 432 = sm² 216. Kwa hiyo, eneo la pembetatu ni sm² 216.",3,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,hard,Shamba lenye umbo la mstatili lina urefu wa m 45 na upana wa m 30. Tafuta eneo la shamba hilo.,,,m² 1350,"Eneo la mstatili = urefu x upana. Weka namba: m 45 x m 30 = m² 1350. Kwa hiyo, eneo la shamba hilo ni m² 1,350.",3,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS001-DRS IV,Kumudu Misingi ya awali ya kihisabati (iv),Kuonesha uelewa wa stadi za awali za maumbo (iv),"Kutafuta mzingo na maeneo ya maumbo bapa (mstatili, mraba na pembetatu)",calculation,hard,Paa la nyumba lenye umbo la pembetatu lina kitako cha m 20 na kimo cha m 12. Tafuta eneo la paa hilo.,,,m² 120,"Eneo la pembetatu = 1/2 x kitako x kimo. Weka namba: 1/2 x m 20 x m 12 = 1/2 x m² 240 = m² 120. Kwa hiyo, eneo la paa hilo ni m² 120.",3,"TET(2023), HISABATI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
