subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",mcq,easy,Mlo kamili ni mlo wenye nini?,Virutubisho vyote vya chakula katika uwiano sahihi|Wanga peke yake|Nyama nyingi tu|Sukari na chumvi tu,,Virutubisho vyote vya chakula katika uwiano sahihi,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",fill_blank,easy,Chakula chenye protini kama samaki na maziwa huitwa chakula cha ______ mwili.,,kujenga|kuupa nguvu|kulinda|kuunguza,kujenga,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",true_false,medium,Maji ni mojawapo ya makundi makuu matatu ya vyakula katika mlo kamili.,,,Uongo,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",mcq,medium,Ni kundi lipi la watu wanaohitaji kiwango kikubwa cha vyakula vya kuupa mwili nguvu kutokana na shughuli nyingi za kila siku?,Vijanabalehe|Wazee|Wagonjwa|Watoto wachanga,,Vijanabalehe,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",short_answer,medium,Eleza faida mbili za kufanya mazoezi ya mwili.,,,Kuwa na afya bora na kuimarisha kinga ya mwili (au kurekebisha utendaji wa mifumo ya mwili na kuondoa msongo wa mawazo).,,2,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",true_false,easy,Kutofanya mazoezi ya mwili kunaweza kusababisha kiribatumbo.,,,Kweli,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",matching,medium,Oanisha alama ya usalama na maana yake.,Pembetatu ya njano::Onyo la hatari||Duara nyekundu::Jambo lisiloruhusiwa||Pembe nne ya kijani::Maelekezo ya dharura||Duara bluu::Maelekezo ya kufanya jambo,,"Pembetatu ya njano-Onyo la hatari, Duara nyekundu-Jambo lisiloruhusiwa, Pembe nne ya kijani-Maelekezo ya dharura, Duara bluu-Maelekezo ya kufanya jambo",,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",fill_blank,medium,Muda ambao bidhaa inakwisha muda wake wa matumizi huitwa ______.,,kuchotora|kuchacha|kuoza|kuganda,kuchotora,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",mcq,hard,Kwa nini ni muhimu kupiga pasi nguo baada ya kufua?,Ili kuua vijidudu vya magonjwa|Ili kuongeza rangi ya nguo|Ili kupunguza uzito wa nguo|Ili nguo inuke harufu tu,,Ili kuua vijidudu vya magonjwa,,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS016-DRS IV,Kumudu nadharia za kisayansi,Kuonesha uelewa wa nadharia za kisayansi,"Kueleza kanuni za afya (mlo kamili, mazoezi ya mwili, usafi wa mwili na mazingira, alama na taarifa muhimu)",sequencing,hard,"Panga hatua hizi za usafi wa kinywa kwa mpangilio sahihi: (A) Kusukutua kwa maji safi, (B) Kuweka dawa ya meno kwenye mswaki, (C) Kusugua meno kwa uangalifu, (D) Kunawa mikono kabla ya kupiga mswaki.",,,"D, B, C, A",,1,"TET(2023), SAYANSI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
