subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,sequencing,easy,Panga maneno yafuatayo ili kuunda sentensi sahihi: 'ghorofa baba amejenga',,,Baba amejenga ghorofa.,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,sequencing,medium,Panga maneno yafuatayo ili kuunda sentensi sahihi: 'njiwa kaka anafuga',,,Kaka anafuga njiwa.,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,sequencing,medium,Panga maneno yafuatayo ili kuunda sentensi sahihi: 'kuku na baba alichinjwa',,,Baba alichinjwa kuku.,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,short_answer,easy,Tenganisha maneno yaliyoungana ili kuunda sentensi sahihi: 'Mbwaanabweka',,,Mbwa anabweka.,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,short_answer,medium,Tenganisha maneno yaliyoungana ili kuunda sentensi sahihi: 'Njaainaniuma',,,Njaa inaniuma.,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,mcq,easy,Ni sentensi ipi kati ya hizi iliyopangwa kwa mpangilio sahihi wa maneno?,Anakula pweza baba|Pweza kula baba anakula|Baba anakula pweza|Kula baba pweza anakula,,Baba anakula pweza,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,true_false,medium,Sentensi 'Amejenga baba ghorofa' imepangwa kwa mpangilio sahihi wa maneno.,,,Uongo,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha maneno kusoma sentensi,fill_blank,easy,Kamilisha sentensi: 'Skafu ya _____ imepotea.',,skauti|mwalimu|mkulima|askari,skauti,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha sauti za herufi mwambatano zenye konsonanti mbili na irabu ili kuunda silabi na kutambulisha herufi mwambatano zenye maneno ya kukopa,mcq,easy,"Ukiunganisha herufi mwambatano 'sp' na irabu 'i', unapata silabi gani?",spa|spi|aps|ipsi,,spi,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
2023-JSS004-DRS II,Kusoma,Kutambua uhusiano wa sauti na herufi,Kuunganisha sauti za herufi mwambatano zenye konsonanti mbili na irabu ili kuunda silabi na kutambulisha herufi mwambatano zenye maneno ya kukopa,mcq,easy,"Ukiunganisha herufi mwambatano 'bl' na irabu 'a', unapata silabi gani?",bal|bla|lab|alb,,bla,,1,"TET(2023), KUSOMA, KITABU CHA MWANAFUNZI, DARASA LA PILI, TET, DAR ES SALAAM",sw
