subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,easy,Umbo lenye pande nne sawa na pembe nne sawa linaitwaje?,,,Mraba,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,easy,Umbo la duara la sarafu linaitwaje?,,,Duara,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,medium,Andika jina la umbo lenye pande tatu.,,,Pembetatu,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,medium,Andika jina la umbo lenye pande mbili ndefu na pande mbili fupi.,,,Mstatili,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,easy,Sakafu ya darasa lako mara nyingi huwa na umbo gani?,,,Mstatili,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,medium,Uso wa sarafu una umbo gani?,,,Duara,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,hard,Taja maumbo bapa manne unayoyajua.,,,"Pembetatu, mstatili, mraba, duara",,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,medium,Umbo la uso wa ubao wa kufundishia mara nyingi huwa na jina gani?,,,Mstatili,,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia dhana za kihisabati,Kubaini maumbo ya msingi,short_answer,hard,Eleza tofauti moja kati ya mraba na mstatili.,,,"Mraba una pande zote nne sawa, mstatili una pande mbili ndefu na pande mbili fupi",,1,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia matendo ya kihisabati,Kutoa namba zisizozidi 99,calculation,easy,Fanya kazi ifuatayo: 8 - 3 =,,,5,Toa mamoja: 8 - 3 = 5.,2,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia matendo ya kihisabati,Kutoa namba zisizozidi 99,calculation,easy,Fanya kazi ifuatayo: 26 - 20 =,,,6,Toa mamoja: 6 - 0 = 6. Toa makumi: 2 - 2 = 0. Jawabu ni 6.,2,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia matendo ya kihisabati,Kutoa namba zisizozidi 99,calculation,medium,Fanya kazi ifuatayo: 44 - 11 =,,,33,Toa mamoja: 4 - 1 = 3. Toa makumi: 4 - 1 = 3. Jawabu ni 33.,2,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia matendo ya kihisabati,Kutoa namba zisizozidi 99,calculation,medium,Fanya kazi ifuatayo: 83 - 21 =,,,62,Toa mamoja: 3 - 1 = 2. Toa makumi: 8 - 2 = 6. Jawabu ni 62.,2,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia matendo ya kihisabati,Kutoa namba zisizozidi 99,calculation,hard,Fanya kazi ifuatayo: 23 - 19 =,,,4,"Toa mamoja: 3 - 9 haitoshelezi. Chukua makumi 1 kutoka makumi 2, badilisha kuwa mamoja 10, jumlisha na mamoja 3 kupata 13. Toa mamoja: 13 - 9 = 4. Toa makumi: 1 - 1 = 0. Jawabu ni 4.",2,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS002-DRS I,Kuhesabu,Kutumia matendo ya kihisabati,Kutoa namba zisizozidi 99,calculation,hard,Fanya kazi ifuatayo: 80 - 44 =,,,36,"Toa mamoja: 0 - 4 haitoshelezi. Chukua makumi 1 kutoka makumi 8, badilisha kuwa mamoja 10. Toa mamoja: 10 - 4 = 6. Toa makumi: 7 - 4 = 3. Jawabu ni 36.",2,"TET(2023), KUHESABU, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
