subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kufuatisha herufi kwa kuzingatia hatua,sequencing,medium,"Panga hatua sahihi za kujifunza kuandika herufi mpya kwa mpangilio wa kwanza hadi wa mwisho, kama inavyofundishwa katika kila somo la herufi: (A) Kuandika herufi peke yako, (B) Kufuatisha herufi kwa kufuata hatua, (C) Kuchora mchoro unaohusiana na herufi hiyo",,,"C, B, A",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kufuatisha herufi kwa kuzingatia hatua,true_false,easy,"Kufuatisha herufi kwa kuzingatia hatua kunamaanisha mwanafunzi anaandika herufi kwa kuifuata alama zilizowekwa tayari kitabuni, hatua kwa hatua.",,,Kweli,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kufuatisha herufi kwa kuzingatia hatua,short_answer,medium,"Kabla ya mwanafunzi kuandika herufi peke yake, kitabu cha Kuandika humwelekeza kufanya jambo gani kwanza kwa kila herufi mpya?",,,Kufuatisha herufi kwa kufuata hatua,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kuchora michoro ya herufi,true_false,easy,"Katika Sura ya Kwanza ya kitabu cha Kuandika, mwanafunzi hujifunza kuchora michoro ya herufi kabla ya kuanza kuandika herufi halisi za irabu.",,,Kweli,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kuchora michoro ya herufi,mcq,medium,Somo la tatu la Sura ya Kwanza katika kitabu cha Kuandika linaitwaje?,Ninachora michoro ya herufi|Ninaandika herufi ya irabu 'a'|Ninachora picha|Ninatumia alama za uandishi,,Ninachora michoro ya herufi,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kutumia stadi za awali za kuandika,mcq,easy,"Katika Sura ya Kwanza ya kitabu cha Kuandika, Somo la kwanza linamwelekeza mwanafunzi kufanya nini?",Kuandika sentensi fupi|Kuchora michoro|Kutumia alama ya kuuliza|Kuandika herufi kubwa,,Kuchora michoro,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kutumia stadi za awali za kuandika,short_answer,medium,"Katika Somo la pili la Sura ya Kwanza (Kuchora), baada ya kufuatisha michoro iliyopo kitabuni, mwanafunzi anaelekezwa kufanya nini?",,,Kuchora picha mwenyewe,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu misingi ya awali ya kuandika,Kutumia stadi za awali za kuandika,true_false,medium,Stadi za awali za kuandika ni pamoja na kufuatisha na kuchora michoro na picha rahisi kabla ya kuanza kuandika herufi.,,,Kweli,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,mcq,easy,"Ukiunganisha konsonanti 'k' na irabu 'o', unapata silabi gani?",ka|ki|ko|ku,,ko,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,fill_blank,easy,Kamilisha: m + a = ____,,ma|mi|ba|da|ka,ma,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,matching,medium,Oanisha konsonanti na irabu na silabi inayotokana nazo.,k + o::ko||n + u::nu||b + i::bi||d + a::da,,"k + o = ko, n + u = nu, b + i = bi, d + a = da",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,short_answer,medium,"Ukiunganisha silabi 'ko' na 'be', unapata neno gani?",,,kobe,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,fill_blank,medium,Kamilisha neno kwa kuunganisha silabi: do + bi = ______,,,dobi,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,mcq,medium,Neno 'nane' limeundwa kwa kuunganisha silabi zipi?,no + ne|ne + na|na + no|na + ne,,na + ne,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,short_answer,hard,Andika silabi ya mwanzo ya neno 'mikeka'.,,,mi,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,fill_blank,hard,Gawa neno 'polepole' katika silabi kwa kutumia alama ya kistari (-) kati ya silabi moja na nyingine: ______,,,po-le-po-le,,2,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi zinazotokana na herufi za konsonanti na irabu,true_false,easy,"Silabi 'ba', 'be', 'bi', 'bo' na 'bu' zinaundwa kwa kuunganisha konsonanti 'b' na irabu tano.",,,Kweli,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi ndogo za irabu na konsonanti kwa mpangilio kwa kuzingatia hatua,sequencing,easy,"Panga herufi ndogo za irabu kwa mpangilio sahihi kama zinavyofundishwa kitabuni: o, u, a, i, e",,,"a, e, i, o, u",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi ndogo za irabu na konsonanti kwa mpangilio kwa kuzingatia hatua,fill_blank,easy,"Katika mpangilio wa herufi ndogo za irabu a, e, ___, o, u, herufi inayokosekana ni ipi?",,i|u|e|a|o,i,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi ndogo za irabu na konsonanti kwa mpangilio kwa kuzingatia hatua,mcq,medium,"Katika Sura ya 3 ya kitabu cha Kuandika, herufi ndogo za konsonanti zinazofundishwa kwa mpangilio ni zipi?","f, g, y, z, h|b, m, k, d, n|r, w, v, ch|l, t, p, s, j",,"b, m, k, d, n",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi ndogo za irabu na konsonanti kwa mpangilio kwa kuzingatia hatua,sequencing,medium,"Panga herufi hizi za konsonanti kwa mpangilio unaofundishwa katika Sura ya 4: p, j, l, s, t",,,"l, t, p, s, j",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi ndogo za irabu na konsonanti kwa mpangilio kwa kuzingatia hatua,mcq,hard,Herufi gani ndogo ya konsonanti hufundishwa mara baada ya herufi 'r' katika Sura ya 6?,ch|w|n|v,,w,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi ndogo za irabu na konsonanti kwa mpangilio kwa kuzingatia hatua,true_false,easy,Herufi ndogo ya irabu 'u' hufundishwa kabla ya herufi 'a' katika kitabu cha Kuandika.,,,Uongo,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,mcq,easy,"Ukiunganisha herufi mwambatano 'sh' na irabu 'a', unapata silabi gani?",nda|sha|tha|nya,,sha,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,fill_blank,easy,Kamilisha: mb + u = ______,,mbu|ndu|ngu|kwu|mwu,mbu,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,matching,medium,"Oanisha herufi mwambatano na irabu, na silabi inayotokana nazo.",ny + a::nya||ng + e::nge||nd + i::ndi||kw + o::kwo,,"ny + a = nya, ng + e = nge, nd + i = ndi, kw + o = kwo",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,short_answer,medium,"Andika silabi tano zinazoundwa na herufi mwambatano 'mw' pamoja na irabu tano (a, e, i, o, u).",,,"mwa, mwe, mwi, mwo, mwu",,2,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,mcq,medium,Silabi 'thi' imeundwa kwa kuunganisha herufi mwambatano gani na irabu 'i'?,ch|th|sh|ng,,th,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,true_false,easy,"Silabi 'nga, nge, ngi, ngo, ngu' zinaundwa kwa kuunganisha herufi mwambatano 'ng' na irabu tano.",,,Kweli,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,fill_blank,hard,"Neno 'nyanya' limeundwa kwa kuunganisha silabi mbili zinazofanana, yaani ______ + ______.",,,nya + nya,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika silabi za herufi mwambatano,short_answer,hard,Andika silabi ya kwanza ya neno 'shairi'.,,,sha,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi mwambatano,sequencing,medium,"Panga herufi mwambatano hizi kwa mpangilio zinavyofundishwa katika Sura ya 12: ny, sh, th, mb",,,"sh, th, mb, ny",,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
2023-JSS003-DRS I,Kuandika,Kumudu stadi za kuandika,Kuandika herufi mwambatano,mcq,easy,Ni ipi kati ya hizi ni herufi mwambatano (herufi mbili zinazounda sauti moja) kwa mujibu wa kitabu cha Kuandika?,sh|k|a|t,,sh,,1,"TET(2023), KUANDIKA, KITABU CHA MWANAFUNZI, DARASA LA KWANZA, TET, DAR ES SALAAM",sw
