subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",mcq,medium,"Katika hadithi ya 'Mtego wa vitendawili,' neno 'kiinimacho' lilivyotumika lina maana gani?",jambo linaloonekana tofauti na ukweli wake (udanganyifu wa macho)|mchezo wa kuigiza wa jukwaani|aina ya mtego wa panya|sherehe ya kijijini,,jambo linaloonekana tofauti na ukweli wake (udanganyifu wa macho),,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",mcq,easy,"Ni nani aliyewaambia wenzake, 'Hebu tusiandikie mate na wino ungali po. Twendeni tukashindane'?",Nzige|Panya|Kiwavi|Mzee Ngedere,,Kiwavi,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",mcq,easy,Zawadi zilizoahidiwa na Mzee Ngedere kwa mshindi wa shindano la vitendawili zilikuwa zipi?,Shamba na ghala la chakula|Fedha na nguo nyingi|Ng'ombe na mbuzi|Nyumba na gari,,Shamba na ghala la chakula,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",mcq,medium,Nahau 'chemsha bongo' iliyotumiwa na Kiwavi alipokuwa akitegua kitendawili ina maana gani?,kufikiri kwa bidii ili kupata jibu|kupika chakula kwa muda mrefu|kuwa na hasira kali ghafla|kuimba wimbo mgumu sana,,kufikiri kwa bidii ili kupata jibu,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",short_answer,medium,Eleza kwa sentensi mbili hadi tatu tukio kuu lililotokea katika hadithi ya 'Mtego wa vitendawili'.,,,"Mzee Ngedere alitangaza shindano la kutegua vitendawili ili kuwanasa Nzige, Panya na Kiwavi waliokuwa wakiharibu mazao ya binadamu. Baada ya wao kutegua vitendawili kwa ufanisi, Mzee Ngedere aliwaingiza chumbani na kuwafungia humo kama mtego wa kuwakamata.","Mwanafunzi anatakiwa kutaja: (1) sababu ya shindano (kunasa waharibifu wa mazao), (2) mchakato wa kutegua vitendawili, (3) matokeo (kufungiwa/kunaswa). Jibu linalojumuisha vipengele hivi kwa ufupi linakubalika.",1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",true_false,medium,Nzige alitegua kitendawili cha 'Ukumbuu wa babu mrefu' na kutoa jibu 'njia'.,,,Kweli,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",fill_blank,easy,Watoto walikuwa ______ na kuogelea kwenye dimbwi karibu na nyumbani kwao.,,akawaona|wanaoga|ilijaa|akawaambia|wadudu|waliondoka|wakavaa|aliondoka|machafu|kutambua|kichocho,wanaoga,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,"Kutumia msamiati katika kusimulia matukio, habari na vitu mbalimbali kwa kujiamini",sequencing,hard,Panga sentensi zifuatazo kwa mtiririko sahihi wa matukio ili zilete simulizi kamili la safari ya likizo mlimani.,"Siku ile ilikuwa ya furaha mno, kwani ilikuwa ni mara yetu ya kwanza kupanda mlima.|Likizo ilikuwa nzuri sana kwani tulikula mahindi ya kuchoma na kuchemsha.|Sote tulipanda mlima bila shida, lakini ilipofika wakati wa kushuka ilikuwa taabu sana.|Tulishindwa kushuka kwa miguu; tukatambaa mithili ya nyoka.|Mpwa alitetembeza sehemu mbalimbali za vivutio kama vile milima yenye miamba mikubwa.|Tulifika chini tukiwa hoi lakini sote tulikuwa tumefurahi kupanda mlima.|Likizo ya mwezi wa sita nilienda kwa mpwa wangu wilayani Mbulu.",,"Likizo ya mwezi wa sita nilienda kwa mpwa wangu wilayani Mbulu, Mpwa alitetembeza sehemu mbalimbali za vivutio kama vile milima yenye miamba mikubwa, Siku ile ilikuwa ya furaha mno kwani ilikuwa ni mara yetu ya kwanza kupanda mlima, Sote tulipanda mlima bila shida lakini ilipofika wakati wa kushuka ilikuwa taabu sana, Tulishindwa kushuka kwa miguu tukatambaa mithili ya nyoka, Tulifika chini tukiwa hoi lakini sote tulikuwa tumefurahi kupanda mlima, Likizo ilikuwa nzuri sana kwani tulikula mahindi ya kuchoma na kuchemsha","Simulizi huanza kwa kutaja tukio la kwenda likizoni, kisha matukio yanayofuata kwa mpangilio wa muda: kuwasili, kupanda mlima, ugumu wa kushuka, kufika chini, na hatimaye maelezo ya jumla ya raha ya likizo.",1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,Kubainisha nafsi (umoja na wingi) katika mazungumzo,mcq,easy,"Katika habari ya 'Sisi na wao,' Fikira na marafiki zake Choki, Zuna, Ndina na Nito ni wanafunzi wa shule gani?",Shule ya Msingi Idona|Shule ya Msingi Chokoni|Shule ya Msingi Mbugano|Shule ya Msingi Ngindo,,Shule ya Msingi Idona,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
2023-JSS015-DRS V,Kuwasiliana katika miktadha mbalimbali,Kuendeleza mazungumzo katika miktadha mbalimbali,Kubainisha nafsi (umoja na wingi) katika mazungumzo,mcq,medium,'Baba amelima shamba kubwa sana.' Katika neno 'amelima' silabi inayoonesha nafsi ni ipi?,li|me|ma|a,,me,,1,"TET(2023), KISWAHILI, KITABU CHA MWANAFUNZI, DARASA LA TANO, TET, DAR ES SALAAM",sw
