subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,mcq,easy,Haki ya mtoto ya kupata elimu inampa nafasi ya nini?,Kujitambua na kuchangia katika maendeleo ya jamii na Taifa|Kuacha shule mapema|Kufanya kazi za ujenzi|Kuongoza kampuni kubwa,,Kujitambua na kuchangia katika maendeleo ya jamii na Taifa,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,mcq,medium,Ni ipi kati ya zifuatazo ni HAKI ya mtoto katika jamii?,Kusikilizwa kwa ukamilifu|Kulipa kodi ya Taifa|Kuongoza jeshi la nchi|Kumiliki kiwanda,,Kusikilizwa kwa ukamilifu,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,true_false,easy,Mtoto ana wajibu wa kutii sheria na kanuni za nchi na za jamii.,,,Kweli,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,fill_blank,medium,Mtoto ana wajibu wa ___ mali za umma na za jamii.,,kutunza|kuharibu|kuuza|kupuuza,kutunza,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,matching,medium,Oanisha haki au wajibu wa mtoto na maelezo yake sahihi.,Haki ya kusikilizwa::Kushiriki na kujadili masuala yanayomhusu||Wajibu wa kutii sheria::Kufuata kanuni za nchi na jamii||Haki ya kutobaguliwa::Kutopata unyanyasaji kwa rangi au jinsi||Wajibu wa kupinga rushwa::Kutoa taarifa TAKUKURU akigundua rushwa,,"Haki ya kusikilizwa-Kushiriki na kujadili masuala yanayomhusu, Wajibu wa kutii sheria-Kufuata kanuni za nchi na jamii, Haki ya kutobaguliwa-Kutopata unyanyasaji kwa rangi au jinsi, Wajibu wa kupinga rushwa-Kutoa taarifa TAKUKURU akigundua rushwa",,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,short_answer,medium,Taja haki mbili za mtoto katika jamii na Taifa.,,,"Mfano: haki ya kupata elimu na haki ya kulindwa dhidi ya ukatili, unyanyasaji na udhalilishaji",,2,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,mcq,hard,Ni chombo gani maalumu cha polisi kinachosimamia utekelezaji wa haki za mtoto na ulinzi wake?,Dawati la jinsia na ulinzi wa watoto|Dawati la mikopo ya biashara|Dawati la usajili wa magari|Dawati la leseni za biashara,,Dawati la jinsia na ulinzi wa watoto,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,"Kulinda Historia ya Tanzania, urithi na maadili ya Taifa",Kumudu maarifa ya jamii inayomzunguka,Kutambua wajibu na haki zake katika jamii na Taifa,true_false,medium,"Ni wajibu wa mtoto kutunza, kuheshimu na kulinda mali za umma na za jamii.",,,Kweli,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,Kumudu historia ya Tanzania na maadili kabla ya ukoloni,Kueleza mifumo mbalimbali za utunzaji na ukuzaji wa maadili ya jamii za Kitanzania kabla ya ukoloni,"Kueleza mamlaka mbalimbali za kijadi kabla ya ukoloni (uchifu, usultani, utemi nk)",mcq,easy,Neno 'Mtemi' limetokana na neno gani lenye maana ya 'kukata' ili kuongeza ardhi mpya?,Kutema|Kutuma|Kutema mate|Kutamba,,Kutema,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,Kumudu historia ya Tanzania na maadili kabla ya ukoloni,Kueleza mifumo mbalimbali za utunzaji na ukuzaji wa maadili ya jamii za Kitanzania kabla ya ukoloni,"Kueleza mamlaka mbalimbali za kijadi kabla ya ukoloni (uchifu, usultani, utemi nk)",mcq,medium,Kiongozi wa jamii ya Wahehe aliyejulikana kwa jina la 'Mukwavinyika' alikuwa nani?,Mutwa Mkwawa|Mtemi Mirambo|Omukama Rumanyika|Mangi Meli,,Mutwa Mkwawa,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,Kumudu historia ya Tanzania na maadili kabla ya ukoloni,Kueleza mifumo mbalimbali za utunzaji na ukuzaji wa maadili ya jamii za Kitanzania kabla ya ukoloni,"Kueleza mamlaka mbalimbali za kijadi kabla ya ukoloni (uchifu, usultani, utemi nk)",mcq,medium,"Katika jamii ya Wamasai, kiongozi wa kundi la wazee aliitwaje?",Olaiboni|Morani|Mangi|Mwinyi Mkuu,,Olaiboni,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,Kumudu historia ya Tanzania na maadili kabla ya ukoloni,Kueleza mifumo mbalimbali za utunzaji na ukuzaji wa maadili ya jamii za Kitanzania kabla ya ukoloni,"Kueleza mamlaka mbalimbali za kijadi kabla ya ukoloni (uchifu, usultani, utemi nk)",true_false,easy,"Utawala wa Umwinyi ulishamiri zaidi maeneo ya Pwani kama Kilwa, Mafia na Bagamoyo.",,,Kweli,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS019-DRS IV,Kumudu historia ya Tanzania na maadili kabla ya ukoloni,Kueleza mifumo mbalimbali za utunzaji na ukuzaji wa maadili ya jamii za Kitanzania kabla ya ukoloni,"Kueleza mamlaka mbalimbali za kijadi kabla ya ukoloni (uchifu, usultani, utemi nk)",fill_blank,easy,Watawala wa jamii za Wachaga waliitwa ___.,,Mangi|Mtemi|Mwinyi|Olaiboni,Mangi,,1,"TET(2023), HISTORIA YA TANZANIA NA MAADILI, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
