subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,question_type,difficulty,prompt,options,word_bank,correct_answer,solution_steps,marks,source,language
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,mcq,easy,Kusimama wima wakati wa kuigiza huonesha hisia gani?,"Kujiamini, mamlaka na ujasiri|Huzuni na mshituko|Woga na aibu|Kutojali na kukubali kushindwa",,"Kujiamini, mamlaka na ujasiri",,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,mcq,medium,"Ni kitendo kipi kati ya hivi kinachoonesha 'kutojiamini, kuogopa au aibu' katika uigizaji?",Kusimama wima|Kuangalia chini|Kukunja mikono kifuani|Kukodoa macho,,Kuangalia chini,,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,fill_blank,medium,Kukunja mikono kifuani wakati wa kuigiza huonesha ______.,,kujihami au hasira|furaha na kuridhia|kushangaa|unyonge,kujihami au hasira,,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,short_answer,medium,Taja hatua mbili za kwanza zinazofuatwa na mwigizaji anapotaka kuigiza tabia ya kiumbe hai.,,,"Kuchunguza tabia ya mhusika anayetaka kumwigiza na kuelewa maumbile yake (idadi ya miguu, mabawa, uzito)",,2,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,true_false,easy,"Katika uigizaji wa tembo, mwigizaji hunyoosha mikono kama mkonga na kuinama mbele.",,,Kweli,,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,mcq,medium,"Katika uigizaji wa viumbe visivyo hai, ni kiumbe kipi kinachoigizwa kwa 'kusukuma jiwe kwa mguu'?",Mto|Upepo|Mawe|Mvua,,Mawe,,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,matching,medium,Oanisha kiumbe na jinsi kinavyoigizwa kwa miondoko ya mwili.,Twiga::Kuinua mikono juu na kutembea kwa maringo||Chura::Kuchuchumaa na kuruka||Upepo::Kusimama wima na kuyumbisha mikono kulia na kushoto||Mvua::Kunyoosha mikono na kuchezesha vidole kama matone,,"Twiga-Kuinua mikono juu na kutembea kwa maringo, Chura-Kuchuchumaa na kuruka, Upepo-Kusimama wima na kuyumbisha mikono kulia na kushoto, Mvua-Kunyoosha mikono na kuchezesha vidole kama matone",,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kufanya mazoezi mbalimbali ya mwili kwa kuigiza viumbe hai na visivyo hai,sequencing,hard,"Panga hatua hizi za kuigiza tabia ya kiumbe kwa kutumia miondoko ya mwili kwa mpangilio sahihi: (A) Kutumia lugha ya mwili kuonesha hisia, (B) Kuchunguza tabia ya mhusika, (C) Kuiga miondoko ya mhusika, (D) Kuelewa maumbile ya mhusika",,,"B, D, C, A",,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kuimba kwa sauti moja na sauti mbili kwa kuzingatia matamshi (diction) na toni (tone),mcq,easy,Ni jambo lipi SIYO miongoni mwa mambo ya kuzingatia ili kuimba kwa matamshi sahihi?,Kufungua mdomo vizuri|Kupumua kwa usahihi|Kuzingatia kasi ya wimbo|Kupiga makofi kwa haraka,,Kupiga makofi kwa haraka,,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
2023-JSS018-DRS IV,Kubuni kazi za sanaa,Kumudu misingi ya uimbaji na uigizaji,Kuimba kwa sauti moja na sauti mbili kwa kuzingatia matamshi (diction) na toni (tone),fill_blank,medium,______ ni sauti yenye kipimo maalumu na ubora inayotokana na noti ya muziki au sauti ya mtu.,,Toni|Noti|Mkao|Ari,Toni,,1,"TET(2023), SANAA NA MICHEZO, KITABU CHA MWANAFUNZI, DARASA LA NNE, TET, DAR ES SALAAM",sw
